census_aland,census_aland_sqmi,census_awater,census_awater_sqmi,census_diversity_score,census_educational_score,census_geoid,census_intptlat,census_intptlong,census_median_age,census_median_household_income,census_population,top_category
53731552,20.746,2717798,1.049,0.2331841058866057,5.121375674657964,01545,42.284767,-71.714228                                                                                                                                                ,40.5,94273.0,35963,Socializing
118316345,45.682,972969,0.376,0.01380670611439842,3.8395245170876673,65075,38.237326,-92.250624                                                                                                                                                ,37.9,64643.0,1014,Socializing
303225857,117.076,993181,0.383,0.13260676364656904,4.597581434363204,99224,47.652359,-117.526002                                                                                                                                              ,37.0,58789.0,21379,Socializing
86544801,33.415,740836,0.286,0.09751283063560996,4.536800785083416,32128,29.100739,-81.071829                                                                                                                                                 ,51.5,64367.0,17731,Socializing
45026795,17.385,236022,0.091,0.20216606498194944,5.3264248704663215,36013,32.284669,-85.985235                                                                                                                                                 ,40.5,127567.0,554,Others
46238667,17.853,170412,0.066,0.11067744633398384,3.8176047397376216,19365,39.966371,-75.925129                                                                                                                                                 ,38.7,63988.0,7174,Outdoors & Adventure
145206109,56.064,1502057,0.58,0.031988234212703366,4.112254259501967,53090,43.462856,-88.188952                                                                                                                                                ,39.5,65369.0,21758,Socializing
995678776,384.434,4697060,1.814,0.3241590214067278,3.1772151898734178,88038,33.121991,-108.383011                                                                                                                                             ,55.2,43565.0,327,Others
11069152,4.274,0,0.,0.991265478086626,3.5459163105700235,63115,38.682197,-90.239973                                                                                                                                                          ,38.4,24402.0,19463,Outdoors & Adventure
33758980,13.034,332587,0.128,0.2979525210592076,4.560806863257588,77070,29.979455,-95.573317                                                                                                                                                 ,33.1,69929.0,49622,Socializing
1445020867,557.926,4350288,1.68,0.08351648351648351,3.951332560834299,81624,39.15909,-107.74516                                                                                                                                               ,35.4,50515.0,1365,Tech
118944563,45.925,730027,0.282,0.9611283305371512,4.328016181304158,30349,33.622488,-84.523908                                                                                                                                                ,32.9,44987.0,70334,Socializing
104701569,40.426,1021186,0.394,0.037897928246589184,4.552649690295938,12581,41.901615,-73.700592                                                                                                                                               ,47.4,74688.0,1979,Outdoors & Adventure
19144198,7.392,123089,0.048,0.31110228175729365,5.13307651231978,75248,32.969699,-96.797334                                                                                                                                                  ,41.7,72735.0,35236,Socializing
201884963,77.948,5891259,2.275,0.042739253602660426,4.0810661256109935,49080,42.456426,-85.588337                                                                                                                                               ,41.3,55355.0,16238,Outdoors & Adventure
157094559,60.655,3748467,1.447,0.038958641063515514,3.500975745748536,46562,41.208342,-85.684898                                                                                                                                               ,39.2,51642.0,5416,Outdoors & Adventure
55947793,21.602,19090,0.007,0.0223463687150838,3.9669421487603302,50444,43.297226,-93.38363                                                                                                                                                   ,42.4,56458.0,358,Others
161484974,62.35,2574681,0.994,0.009704027171276079,3.8590694538098456,62451,38.971206,-87.611114                                                                                                                                                ,44.5,39350.0,2061,Career & Business
53391275,20.614,7664385,2.959,0.028635597978663677,4.176051318602993,12121,42.839897,-73.607392                                                                                                                                                ,48.5,67243.0,1781,Outdoors & Adventure
143211918,55.294,13213665,5.102,0.04024476347375853,3.740555487780082,33917,26.738607,-81.844783                                                                                                                                              ,59.4,40216.0,29743,Socializing
248865312,96.087,5461603,2.109,0.05410691003911343,4.300618921308576,03813,44.127489,-71.060702                                                                                                                                               ,44.4,58784.0,3068,Outdoors & Adventure
81138876,31.328,895470,0.346,0.0639470782800441,3.684210526315789,05652,44.723753,-72.610965                                                                                                                                                 ,37.8,62991.0,907,Tech
204270058,78.869,14184199,5.477,0.2388903159517082,3.7608272936185263,35096,33.620336,-86.107668                                                                                                                                              ,41.9,50766.0,7786,Tech
184999917,71.429,2017803,0.779,0.02920830130668716,3.7659340659340663,47561,38.863914,-87.438327                                                                                                                                               ,39.7,38235.0,1301,Others
39326772,15.184,58213906,22.477,0.027117696393625945,4.843169103049991,27949,36.108889,-75.76055                                                                                                                                               ,51.6,64852.0,7154,Socializing
17424211,6.728,95754,0.037,0.13502962384604786,5.038646333820765,06825,41.196583,-73.243254                                                                                                                                                   ,41.8,105017.0,21773,Tech
81531441,31.479,16887178,6.52,0.012867647058823529,4.426540284360191,54769,44.528229,-92.239712                                                                                                                                                ,52.1,52344.0,544,Outdoors & Adventure
159289738,61.502,1047997,0.405,0.06537450722733246,3.5108359133126936,53910,43.886678,-89.807748                                                                                                                                               ,49.0,33218.0,3044,Others
224270195,86.591,21425793,8.273,0.20650018362100625,3.6601092896174863,19966,38.579422,-75.277196                                                                                                                                              ,47.6,51581.0,27230,Socializing
82423256,31.824,216237,0.083,0.018924302788844626,4.130952380952381,05441,44.805549,-72.720243                                                                                                                                                 ,37.2,64423.0,1004,Tech
27391770,10.576,5564528,2.148,0.07364051860833877,4.1688100717476635,77627,29.986791,-94.009416                                                                                                                                                ,40.3,57065.0,21442,Career & Business
77763809,30.025,0,0.,0.05223880597014925,3.2752100840336134,37753,35.823135,-83.100397                                                                                                                                                         ,31.3,43875.0,804,Outdoors & Adventure
844531626,326.075,23257138,8.98,0.02139973082099596,3.1966121050628082,41179,38.552152,-83.376774                                                                                                                                              ,42.7,27770.0,7430,Career & Business
96822169,37.383,3577184,1.381,0.12700932724746974,5.013054830287206,23103,37.648034,-77.72364                                                                                                                                                 ,54.4,102476.0,5039,Career & Business
1076885,0.416,0,0.,0.8767463520645762,3.950686106346484,07088,40.717889,-74.286169                                                                                                                                                           ,42.0,43706.0,3221,Tech
141764534,54.736,40130026,15.494,0.08528155339805825,4.6972183309986,32459,30.360577,-86.185591                                                                                                                                             ,42.9,60372.0,12875,Outdoors & Adventure
5475895,2.114,2503,0.001,0.3849586655936792,3.8377388221390585,90804,33.781686,-118.148365                                                                                                                                                    ,30.1,44877.0,41007,Socializing
26331953,10.167,13041,0.005,0.3352817038291728,3.2720212206662525,91766,34.042286,-117.756106                                                                                                                                                 ,29.8,49895.0,72026,Socializing
537309991,207.457,21542044,8.317,0.020224719101123598,3.658333333333333,04768,46.82565,-68.865654                                                                                                                                              ,56.8,50139.0,445,Tech
344724363,133.099,1439541,0.556,0.2608695652173913,2.025,78075,28.626039,-98.377249                                                                                                                                              ,66.0,26691.0,92,Socializing
7015020,2.709,0,0.,0.1961449498843485,5.728872202591284,22205,38.883499,-77.139547                                                                                                                                                           ,38.5,162083.0,19455,Socializing
9465749305,3654.746,879427346,339.549,0.4107142857142857,3.941666666666667,99613,58.964708,-155.813864                                                                                                                                       ,30.6,74167.0,392,Tech
861175961,332.502,23871046,9.217,0.045228191458199084,4.026474844641185,55746,47.361847,-92.955661                                                                                                                                             ,41.0,44808.0,17069,Outdoors & Adventure
91830234,35.456,1439697,0.556,0.19166666666666668,3.5258442453480363,38658,34.188334,-89.901012                                                                                                                                                ,44.7,31522.0,1920,Tech
93051887,35.928,131898,0.051,0.7142857142857143,4.142045454545454,23876,36.955753,-77.83361                                                                                                                                                  ,37.8,58750.0,490,Career & Business
4633709,1.789,0,0.,0.1005586592178771,2.9230769230769234,78342,27.65992,-98.07572                                                                                                                                                             ,42.7,41429.0,358,Career & Business
16392714,6.329,3492,0.001,0.0,7.0,12441,42.134425,-74.509212                                                                                                                                                    ,49.5,116500.0,33,Outdoors & Adventure
252605057,97.531,46643,0.018,0.13813467770975876,3.668529664660361,61443,41.263671,-89.944897                                                                                                                                                 ,39.0,39818.0,13885,Outdoors & Adventure
646316848,249.544,529945,0.205,0.04536862003780719,4.591483699268131,81326,37.156378,-108.187079                                                                                                                                              ,47.3,52857.0,2116,Others
3401216,1.313,0,0.,0.8704512372634643,3.2627599243856333,28007,35.10459,-80.109911                                                                                                                                                            ,48.1,29375.0,687,Socializing
108410066,41.857,2799366,1.081,0.0961408259986459,4.727457077193457,95946,39.215586,-121.20324                                                                                                                                               ,52.3,62029.0,10339,Outdoors & Adventure
6893904,2.662,1362,0.001,0.6294650790829928,2.876753571199795,90061,33.92128,-118.274186                                                                                                                                                     ,28.0,33731.0,28135,Socializing
9263143,3.577,3978768,1.536,0.0,5.045977011494252,23021,37.389948,-76.373522                                                                                                                                                  ,61.3,85870.0,280,Socializing
6946824,2.682,81405,0.031,0.17195273631840796,5.491864249186425,06089,41.833449,-72.824592                                                                                                                                                    ,42.5,99738.0,3216,Outdoors & Adventure
277936294,107.312,1070746,0.413,0.019197207678883072,3.8558590941768514,16743,41.767638,-78.232975                                                                                                                                              ,43.9,41607.0,4011,Outdoors & Adventure
71832150,27.735,109131,0.042,0.027777777777777776,3.2058823529411766,13832,42.65813,-75.672216                                                                                                                                                  ,39.5,33415.0,756,Outdoors & Adventure
240864679,92.998,4098848,1.583,0.08870433465833806,3.8718598501542525,65803,37.283189,-93.289821                                                                                                                                               ,34.6,35052.0,42264,Outdoors & Adventure
72163664,27.863,0,0.,0.0,3.2625,61772,40.381256,-89.065969                                                                                                                                                         ,48.2,50139.0,311,Outdoors & Adventure
247916474,95.721,7218298,2.787,0.013908205841446454,4.574239713774596,99113,46.59349,-117.189782                                                                                                                                               ,50.1,61838.0,719,Outdoors & Adventure
36641975,14.148,3865955,1.493,0.09491581379993397,4.6512758201701105,57049,42.523328,-96.509711                                                                                                                                                ,41.4,72422.0,6058,Tech
152443915,58.859,1255483,0.485,0.11602497398543185,3.5725190839694663,75431,33.01419,-95.460935                                                                                                                                                ,38.4,36094.0,1922,Career & Business
1212925401,468.313,6901928,2.665,0.049206349206349205,4.117813844348846,59840,46.185468,-114.193658                                                                                                                                            ,48.4,35466.0,13860,Outdoors & Adventure
316298134,122.123,1417741,0.547,0.18357389713356373,4.60977127742337,81632,39.629202,-106.607633                                                                                                                                             ,34.3,74086.0,9838,Outdoors & Adventure
12496668,4.825,7442,0.003,0.4054282013434949,4.5182133158535445,91325,34.237519,-118.517712                                                                                                                                                   ,34.6,60774.0,33197,Socializing
631624024,243.871,11318,0.004,0.0,3.728531855955679,81331,37.445868,-108.907291                                                                                                                                               ,59.0,29152.0,388,Others
385609891,148.885,29578450,11.42,0.1315150649721548,3.326388888888889,29655,34.264095,-82.640492                                                                                                                                             ,42.6,33500.0,7003,Socializing
220405064,85.099,871807,0.337,0.05663117134559535,3.6619047619047618,64671,39.531881,-94.050775                                                                                                                                                ,44.6,50446.0,2066,Socializing
19824068,7.654,0,0.,0.011013215859030838,3.5902668759811616,41528,37.548983,-82.139905                                                                                                                                                          ,36.3,30689.0,908,Tech
239336793,92.408,3997535,1.543,0.28266179562880994,4.108684201285247,37040,36.522633,-87.334932                                                                                                                                               ,30.2,46293.0,47081,Outdoors & Adventure
6654387,2.569,3875,0.001,0.3584705142386189,5.362373530216023,90025,34.045421,-118.445873                                                                                                                                                    ,34.6,71183.0,46107,Socializing
3813014,1.472,290300,0.112,0.15625491738788355,4.533023255813953,37916,35.953078,-83.932588                                                                                                                                                   ,20.7,10927.0,12710,Others
373145139,144.072,516537,0.199,0.17864652285647534,3.799977257220832,67337,37.053665,-95.598198                                                                                                                                               ,42.7,37762.0,12841,Others
153587933,59.301,0,0.,0.04777070063694268,3.5333844973138913,47957,41.086146,-86.874731                                                                                                                                                        ,38.4,41852.0,1884,Outdoors & Adventure
2552380,0.985,28957,0.011,0.044164037854889586,3.577889447236181,53935,43.587632,-89.06555                                                                                                                                                     ,34.6,49000.0,317,Socializing
16251355,6.275,869767,0.336,0.34576160856357585,4.01705947194373,55421,45.0509,-93.253833                                                                                                                                                    ,37.2,47375.0,27652,Socializing
67330776,25.997,3210916,1.24,0.0,3.440619621342513,72458,36.072601,-91.158549                                                                                                                                                 ,46.4,43594.0,782,Tech
541462657,209.06,3214269,1.241,0.09302325581395347,4.037837837837838,79741,31.969312,-102.630882                                                                                                                                              ,34.1,65938.0,258,Others
38804944,14.983,201617,0.078,0.31132329209252285,3.8935033603308633,01464,42.573654,-71.640986                                                                                                                                                 ,43.1,67896.0,7436,Socializing
19278078,7.443,302117,0.117,0.026198538584922475,5.430028462998101,37220,36.068447,-86.793127                                                                                                                                                  ,43.9,104297.0,5611,Outdoors & Adventure
94935992,36.655,2856,0.001,0.248062015503876,2.6563876651982383,93954,36.133362,-120.928512                                                                                                                                                  ,31.0,42083.0,387,Outdoors & Adventure
187309365,72.321,6097490,2.354,0.03513238289205703,3.706617647058824,54412,44.663265,-89.97416                                                                                                                                                ,43.4,60833.0,1964,Others
25521132,9.854,7080506,2.734,0.033690316822846934,4.883459835547122,11792,40.955033,-72.825569                                                                                                                                                 ,41.3,120997.0,8964,Socializing
99135286,38.276,1769037,0.683,0.5,4.532110091743119,96710,19.842479,-155.247512                                                                                                                                               ,58.3,60759.0,222,Outdoors & Adventure
73421232,28.348,2569631,0.992,0.036945432060596695,4.860105913503972,01566,42.103214,-72.079545                                                                                                                                                ,41.8,94167.0,6469,Outdoors & Adventure
89886270,34.705,30469024,11.764,0.05044912021656208,4.990228581399407,04032,43.844826,-70.089953                                                                                                                                              ,45.6,73072.0,8127,Outdoors & Adventure
107410683,41.471,9914228,3.828,0.4436689930209372,4.473809523809524,96754,22.178915,-159.41229                                                                                                                                               ,43.0,68816.0,4012,Outdoors & Adventure
4569468,1.764,114649,0.044,0.0,3.4285714285714284,16645,40.799177,-78.499092                                                                                                                                                   ,54.3,60313.0,149,Outdoors & Adventure
22888179,8.837,123214,0.048,0.4297928026172301,4.913779358557675,38119,35.079511,-89.845385                                                                                                                                                  ,39.4,55536.0,22925,Tech
45872483,17.711,193873,0.075,0.00936100936100936,3.3345817727840203,43723,39.960601,-81.53949                                                                                                                                                  ,36.2,32899.0,4914,Outdoors & Adventure
126650942,48.9,3711921,1.433,0.02828212290502793,4.216188524590164,68059,41.06445,-96.158755                                                                                                                                                  ,44.8,68516.0,2864,Tech
4705427,1.817,0,0.,0.9589827727645612,3.1480519480519478,38126,35.126968,-90.043659                                                                                                                                                           ,26.0,17110.0,6095,Tech
108175832,41.767,8239871,3.181,0.08851998719243369,4.788360364282863,63304,38.703508,-90.667522                                                                                                                                               ,40.6,85926.0,40601,Outdoors & Adventure
38919169,15.027,231775,0.089,0.12616637448396764,3.920592770258695,48051,42.693641,-82.821001                                                                                                                                                 ,35.6,64080.0,17683,Outdoors & Adventure
6984415,2.697,19475,0.008,0.008908685968819599,3.48014440433213,16939,41.663649,-77.025818                                                                                                                                                    ,29.4,31339.0,449,Outdoors & Adventure
180881160,69.839,0,0.,0.04231166150670795,4.033890214797136,97327,44.375035,-122.947586                                                                                                                                                       ,44.0,48333.0,2907,Outdoors & Adventure
32609814,12.591,51000,0.02,0.0,2.845744680851064,25540,38.189366,-82.179569                                                                                                                                                   ,47.3,28702.0,240,Career & Business
1169775,0.452,154348,0.06,0.11715481171548114,4.883809523809523,10535,41.335169,-73.793919                                                                                                                                                    ,45.3,53636.0,717,Tech
186039074,71.83,1343335,0.519,0.059324170974656414,4.174522292993632,16127,41.173009,-80.072998                                                                                                                                                ,35.0,46181.0,15862,Socializing
17854458,6.894,53565,0.021,0.0778816199376947,5.407239819004525,12493,41.785665,-73.974132                                                                                                                                                   ,31.7,85547.0,321,Outdoors & Adventure
59424233,22.944,234371,0.09,0.27297297297297296,3.3554216867469884,63879,36.359516,-89.812721                                                                                                                                                  ,39.0,31705.0,740,Others
8541504,3.298,3344909,1.291,0.15550841840116664,5.299637743660513,92663,33.623208,-117.933903                                                                                                                                                 ,40.9,91135.0,22629,Socializing
208678577,80.571,7268295,2.806,0.04250295159386069,3.4393241167434714,04459,45.588735,-68.339985                                                                                                                                               ,50.7,28750.0,847,Others
10439294,4.031,344160,0.133,0.15205397301349324,5.203352655491148,02472,42.369451,-71.177925                                                                                                                                                  ,38.2,87409.0,33350,Socializing
107977155,41.69,10915,0.004,0.12365591397849462,3.517482517482517,85912,34.434763,-109.898703                                                                                                                                                 ,55.5,40368.0,186,Tech
105236576,40.632,65956,0.025,0.20919540229885056,3.4836795252225516,29082,33.038215,-80.939141                                                                                                                                                 ,49.4,32663.0,435,Socializing
520085256,200.806,8954180,3.457,0.015015015015015015,3.846689895470383,55752,46.950553,-93.285945                                                                                                                                              ,59.0,45781.0,333,Outdoors & Adventure
40346711,15.578,1861968,0.719,0.06601448734224477,4.275674522768476,01527,42.192246,-71.777649                                                                                                                                                ,43.5,71151.0,13391,Socializing
92867186,35.856,1571829,0.607,0.3230245424882962,3.553041018387553,28339,35.31054,-78.732747                                                                                                                                                 ,42.8,37606.0,7049,Outdoors & Adventure
3155382,1.218,0,0.,0.2085889570552147,5.772200772200772,28757,35.649746,-82.308567                                                                                                                                                           ,64.4,61458.0,326,Outdoors & Adventure
29848667,11.525,194732,0.075,0.12818479230692972,4.238580096241022,98371,47.199448,-122.323541                                                                                                                                                ,41.4,64279.0,20174,Socializing
171404703,66.18,0,0.,0.02813390313390313,3.290010741138561,26218,38.844938,-80.266223                                                                                                                                                         ,42.7,41771.0,2808,Tech
2504494498,966.991,4840647,1.869,0.08355795148247977,2.635,78019,28.041684,-99.399193                                                                                                                                             ,34.4,30446.0,1484,Career & Business
89539318,34.571,17305554,6.682,0.017337031900138695,3.634765625,62816,38.189765,-88.922922                                                                                                                                               ,45.5,42321.0,1442,Others
539602052,208.342,2026211,0.782,0.06783634038925984,3.872925156545075,63640,37.754674,-90.380562                                                                                                                                              ,37.8,44587.0,28156,Outdoors & Adventure
7433013,2.87,0,0.,0.008547008547008548,4.095744680851063,60109,42.049807,-88.545918                                                                                                                                                            ,41.8,60938.0,585,Socializing
14047461,5.424,45891,0.018,0.3151088929219601,4.852196778788211,77062,29.573552,-95.130613                                                                                                                                                   ,40.0,84051.0,26448,Socializing
32285461,12.465,2996958,1.157,0.0,3.71900826446281,62897,38.094608,-88.898862                                                                                                                                                ,48.5,31731.0,344,Others
872702833,336.952,15787515,6.096,0.07939870174239835,4.639379875580133,98045,47.388327,-121.606221                                                                                                                                            ,41.1,93380.0,14635,Socializing
134441239,51.908,89548,0.035,0.02926829268292683,3.4090909090909087,41640,37.475597,-83.009273                                                                                                                                                 ,40.5,25898.0,1230,Tech
1277060988,493.076,3831553,1.479,0.018506700701978303,4.144537815126052,81423,38.023159,-108.37247                                                                                                                                             ,47.2,47109.0,1567,Outdoors & Adventure
56671208,21.881,202483,0.078,0.26312378483473753,3.437860743771462,27203,35.728464,-79.786527                                                                                                                                                 ,35.9,30984.0,21602,Socializing
17489194,6.753,44269,0.017,0.09545108173475136,4.563790502938576,83713,43.640266,-116.333537                                                                                                                                                  ,36.2,60110.0,30183,Outdoors & Adventure
176189611,68.027,176387,0.068,0.010638297872340424,3.9034267912772576,93244,36.488656,-118.998043                                                                                                                                               ,60.7,36625.0,376,Outdoors & Adventure
381392151,147.256,2308316,0.891,0.06453154875717018,4.037859007832898,49885,46.33805,-87.19832                                                                                                                                                ,47.1,52675.0,2092,Others
350969994,135.51,956289,0.369,0.17515099223468508,3.83223249669749,73663,36.102944,-98.894969                                                                                                                                                ,44.2,51833.0,1159,Others
96609860,37.301,543093,0.21,0.03171247357293869,4.6651395251978345,14502,43.096594,-77.335388                                                                                                                                                  ,40.0,67330.0,10879,Outdoors & Adventure
86784523,33.508,472804,0.183,0.038745387453874534,3.885478158205431,87548,36.172375,-106.137838                                                                                                                                                ,48.5,76413.0,1084,Outdoors & Adventure
94293869,36.407,644819,0.249,0.03473491773308958,3.6466666666666665,68439,40.995946,-97.206667                                                                                                                                                 ,26.8,52250.0,547,Tech
25725547,9.933,52348180,20.212,0.00830367734282325,6.022491349480969,02543,41.478974,-70.766911                                                                                                                                               ,47.7,70313.0,843,Outdoors & Adventure
345833,0.134,0,0.,0.0,3.7462686567164183,68364,40.832667,-97.218787                                                                                                                                                            ,52.0,53125.0,84,Tech
23215118,8.963,261186,0.101,0.22123188766618526,3.621045546331613,60106,41.959701,-87.941835                                                                                                                                                  ,35.5,61414.0,20083,Socializing
108213684,41.782,3036871,1.173,0.032926066669873494,3.530122604284104,00659,18.407226,-66.808999                                                                                                                                               ,39.4,18687.0,41578,Tech
50528991,19.509,53841,0.021,0.3110868548261344,4.007777777777778,95046,37.099308,-121.59924                                                                                                                                                  ,45.5,102727.0,6413,Tech
133673062,51.611,6158136,2.378,0.4606576574901946,3.5724229734601627,00745,18.352216,-65.817387                                                                                                                                               ,38.5,22577.0,53797,Tech
34173651,13.195,2374949,0.917,0.059524682755079585,4.715377171089492,01923,42.574174,-70.950516                                                                                                                                                ,44.8,77949.0,27266,Socializing
314164527,121.3,6456801,2.493,0.16302061089229505,4.357991087558713,73099,35.527369,-97.78251                                                                                                                                                 ,34.7,65776.0,63219,Socializing
624263,0.241,33335,0.013,0.0,3.2,53599,42.647308,-89.857206                                                                                                                                                     ,42.3,23750.0,75,Socializing
246799186,95.29,1109518,0.428,0.030107526881720432,3.6084507042253517,65058,38.24957,-92.127898                                                                                                                                                 ,50.3,32153.0,930,Socializing
2612678,1.009,0,0.,0.06788511749347259,4.179775280898877,61278,41.582027,-90.336731                                                                                                                                                           ,47.8,75714.0,383,Career & Business
119979117,46.324,900511,0.348,0.071875,3.9685863874345553,66754,38.004856,-94.885625                                                                                                                                                ,42.5,76250.0,320,Socializing
29671928,11.456,18738,0.007,0.1466191906828382,4.603813907611376,45431,39.763835,-84.084204                                                                                                                                                  ,33.4,56885.0,26961,Outdoors & Adventure
93510201,36.104,401879,0.155,0.178064256219156,5.3357400722021655,46074,40.036496,-86.176594                                                                                                                                                 ,34.3,94640.0,29787,Socializing
212421182,82.016,1035584,0.4,0.6206045783184226,4.037090443002484,96786,21.56406,-157.979307                                                                                                                                                 ,26.2,54984.0,46611,Socializing
1494788,0.577,0,0.,0.0,3.4529914529914536,76268,33.627623,-96.767396                                                                                                                                                           ,38.0,51250.0,176,Socializing
35581364,13.738,605315,0.234,0.31020862872189586,3.2904062229904927,77034,29.618349,-95.192034                                                                                                                                                 ,27.6,43814.0,39496,Socializing
33849512,13.069,186376,0.072,0.2535885167464115,4.842300098716684,21108,39.090307,-76.621263                                                                                                                                                 ,40.4,108622.0,18183,Socializing
290683251,112.233,1960736,0.757,0.030377308938107327,3.494122014602153,17241,40.176528,-77.408448                                                                                                                                              ,41.9,56060.0,11423,Socializing
263709653,101.819,0,0.,0.04409857328145266,4.0273722627737225,68982,40.332296,-99.180146                                                                                                                                                       ,44.2,56058.0,771,Others
1561189,0.603,0,0.,1.0,3.0,27861,35.814875,-77.320114                                                                                                                                                           ,49.2,19038.0,87,Outdoors & Adventure
183715165,70.933,3754860,1.45,0.257557132480304,3.667301345519167,76706,31.475671,-97.083854                                                                                                                                                ,22.9,25486.0,35794,Career & Business
75090314,28.993,0,0.,0.012195121951219513,3.636363636363636,84330,41.926174,-112.163301                                                                                                                                                        ,40.8,59750.0,410,Others
96903770,37.415,0,0.,0.06191057361588816,4.537091988130563,98606,45.729743,-122.456375                                                                                                                                                        ,44.8,79271.0,9013,Socializing
272222956,105.106,9244959,3.569,0.0136986301369863,3.8014705882352944,58787,48.756322,-101.813659                                                                                                                                             ,53.3,72500.0,146,Socializing
183549707,70.869,2599355,1.004,0.12846758641151165,4.543589743589743,42103,36.993982,-86.362845                                                                                                                                               ,38.6,60745.0,20223,Outdoors & Adventure
235131419,90.785,1078315,0.416,0.1793791920137264,4.941309719934102,95683,38.511992,-121.096261                                                                                                                                              ,50.4,99348.0,6411,Outdoors & Adventure
192080542,74.163,0,0.,0.035598705501618116,4.164179104477612,58036,47.155566,-96.948156                                                                                                                                                        ,40.8,70833.0,309,Tech
4124978,1.593,1747597,0.675,0.0205799812909261,3.365409622886866,52728,41.45389,-90.742306                                                                                                                                                   ,39.5,44792.0,1069,Career & Business
34244511,13.222,143006,0.055,0.41434733683420855,3.8336714592337775,77089,29.586959,-95.225601                                                                                                                                                 ,34.9,65251.0,53320,Socializing
1229469,0.475,9589,0.004,0.016528925619834708,3.5061728395061733,40020,37.934784,-85.387416                                                                                                                                                     ,44.9,43542.0,121,Outdoors & Adventure
38973398,15.048,382882,0.148,0.1970466082141209,4.131556656023979,45805,40.72777,-84.162772                                                                                                                                                  ,35.8,48467.0,23837,Others
79394903,30.655,784838,0.303,0.1282524072935874,4.577591878935991,46123,39.764437,-86.403388                                                                                                                                                 ,35.7,79391.0,34167,Socializing
3101448,1.197,1057601,0.408,0.036518396485447566,5.684986061330148,06853,41.066109,-73.437996                                                                                                                                                  ,45.4,123634.0,3642,Tech
16673368,6.438,72891,0.028,0.13701944618693432,5.83015334191736,30305,33.835696,-84.389116                                                                                                                                                   ,37.5,89489.0,22318,Socializing
273984170,105.786,624646,0.241,0.1567807351077313,3.4952507598784197,32347,30.174196,-83.611528                                                                                                                                               ,42.5,37259.0,7890,Outdoors & Adventure
82948359,32.027,509362,0.197,0.3771145026689723,4.238106182486785,10941,41.487318,-74.344437                                                                                                                                                 ,39.2,66141.0,13301,Outdoors & Adventure
22323499,8.619,2351171,0.908,0.6025698324022346,3.382433668801464,68110,41.302425,-95.892763                                                                                                                                                 ,34.0,24038.0,8950,Tech
8919529,3.444,88803,0.034,0.13369820172009386,4.7017075773746,53598,43.210856,-89.332727                                                                                                                                                    ,40.0,65179.0,2558,Socializing
