census_aland,census_aland_sqmi,census_awater,census_awater_sqmi,census_diversity_score,census_educational_score,census_geoid,census_intptlat,census_intptlong,census_median_age,census_median_household_income,census_population,top_category
67245562,25.964,176052,0.068,0.020366598778004074,4.331436699857751,50073,41.793831,-93.525213                                                                                                                                                 ,37.1,59327.0,982,Socializing
90604389,34.983,1103868,0.426,0.19662200318291487,4.52090661831369,92253,33.641767,-116.273943                                                                                                                                               ,45.7,71887.0,38958,Outdoors & Adventure
3994917398,1542.446,3067722,1.184,0.04468412942989214,4.385641025641027,89316,39.219607,-116.096757                                                                                                                                           ,45.9,61583.0,1298,Tech
19268982,7.44,3305570,1.276,0.8022222222222222,3.752582311168496,63137,38.750543,-90.21166                                                                                                                                                   ,33.0,32594.0,20250,Outdoors & Adventure
11599290,4.479,232806,0.09,0.2708810746740419,4.9066733848393245,14620,43.128291,-77.605805                                                                                                                                                   ,32.0,40483.0,25310,Outdoors & Adventure
180443431,69.67,2061982,0.796,0.25474821397456004,3.2478729438457177,75125,32.5367,-96.621747                                                                                                                                                  ,35.1,40369.0,5739,Socializing
553160563,213.576,11004794,4.249,0.3146403256568647,3.5159062658256985,93657,36.817791,-119.457602                                                                                                                                            ,34.3,52357.0,35129,Outdoors & Adventure
2889729,1.116,0,0.,0.0,3.5098039215686274,62514,39.762441,-89.050691                                                                                                                                                           ,42.4,81563.0,207,Socializing
8502419,3.283,224504,0.087,0.6143243038549898,2.9012244897959185,53204,43.018587,-87.926053                                                                                                                                                   ,28.2,24816.0,39611,Socializing
3811340,1.472,537599,0.208,0.022727272727272728,3.804169298799748,44215,41.069175,-81.895951                                                                                                                                                   ,39.4,54743.0,2244,Socializing
118487967,45.748,325549,0.126,0.15918712955122774,4.203931203931203,66781,37.288583,-94.733491                                                                                                                                                ,42.3,48804.0,1181,Others
7515037,2.902,5206823,2.01,0.10452729693741676,3.186301369863014,26050,40.607741,-80.607637                                                                                                                                                   ,51.7,34866.0,1502,Socializing
84779046,32.733,4651693,1.796,0.5323992512662409,4.0423981591955,28214,35.275252,-80.968144                                                                                                                                                ,34.9,53523.0,36328,Socializing
63314502,24.446,0,0.,0.0,3.621052631578948,61274,41.368573,-90.276974                                                                                                                                                         ,52.7,72212.0,227,Career & Business
6859278,2.648,0,0.,0.11294117647058825,3.759946356727761,28088,35.544276,-80.614646                                                                                                                                                           ,43.1,43608.0,2975,Socializing
20522348,7.924,493046,0.19,0.4768586145921427,3.3637332998808254,06704,41.588739,-73.035267                                                                                                                                                   ,34.2,35672.0,26014,Outdoors & Adventure
391313590,151.087,9795716,3.782,0.031519775145553104,4.240376626973139,95222,38.072109,-120.631346                                                                                                                                             ,52.4,55804.0,4981,Outdoors & Adventure
103509122,39.965,410281,0.158,0.06756756756756757,3.1756756756756763,95429,39.72093,-123.300262                                                                                                                                                ,60.5,72656.0,74,Outdoors & Adventure
157810504,60.931,7837,0.003,0.005191127890514393,4.0180296200901475,44867,41.149035,-82.98222                                                                                                                                                   ,45.9,58362.0,2119,Others
231884302,89.531,45708646,17.648,0.1820827270837664,3.993773463968502,74344,36.595478,-94.740686                                                                                                                                             ,52.6,40513.0,14433,Outdoors & Adventure
273125733,105.454,20064246,7.747,0.13439425051334702,3.6638985354069153,75442,33.174219,-96.356004                                                                                                                                             ,38.9,58255.0,9740,Socializing
23631656,9.124,49894,0.019,0.08982836408775155,4.086205028175119,10952,41.111118,-74.07854                                                                                                                                                    ,20.4,55595.0,41891,Tech
75613328,29.194,0,0.,0.01529051987767584,4.0168067226890765,61730,40.532486,-88.729413                                                                                                                                                         ,43.5,60500.0,327,Outdoors & Adventure
12550949,4.846,2627964,1.015,0.7070535819895123,4.018791323512353,98178,47.498764,-122.245065                                                                                                                                                ,37.5,60839.0,25363,Socializing
72051061,27.819,164718,0.064,0.07016276605990561,5.419129140305174,18902,40.352134,-75.09568                                                                                                                                                  ,43.3,125563.0,20766,Socializing
41892793,16.175,934833,0.361,0.2375076516640356,5.2344056582249605,10956,41.157191,-73.993416                                                                                                                                                 ,45.1,119899.0,31039,Tech
53525346,20.666,0,0.,0.03071672354948805,3.9844155844155846,53580,42.859813,-90.378041                                                                                                                                                         ,44.3,53750.0,586,Socializing
174480641,67.367,6645759,2.566,0.3625275283754024,3.6375092054660016,35903,34.02427,-85.863703                                                                                                                                                ,41.7,32884.0,17709,Others
3547911,1.37,0,0.,0.0,2.5,72424,36.39052,-90.73634                                                                                                                                                              ,33.8,40625.0,72,Others
103468831,39.95,683775,0.264,0.01981557779085737,4.172054794520548,06331,41.69396,-72.009118                                                                                                                                                  ,43.8,83862.0,5097,Outdoors & Adventure
106657616,41.181,92306,0.036,0.008417508417508417,4.332599118942731,12410,42.066096,-74.424732                                                                                                                                                 ,53.8,60469.0,594,Outdoors & Adventure
241057972,93.073,2867740,1.107,0.6191328286304199,3.5427923283151164,29479,33.380638,-79.890574                                                                                                                                               ,40.4,35717.0,7265,Career & Business
9197638,3.551,403,0.,0.7613737734165923,2.5455328541818085,90003,33.964131,-118.272783                                                                                                                                                        ,27.3,30805.0,69502,Socializing
106394272,41.079,1037510,0.401,0.05235715837497285,4.860883280757098,05461,44.332701,-73.087409                                                                                                                                               ,40.9,60824.0,4603,Tech
568330524,219.434,3403323,1.314,0.16014150943396227,3.772443275238409,83536,46.223705,-116.001302                                                                                                                                             ,48.0,33350.0,4240,Tech
438515739,169.312,2993641,1.156,0.4424154650210944,3.614812668984164,70422,30.734832,-90.480843                                                                                                                                              ,35.2,39121.0,15881,Career & Business
63713484,24.6,707205,0.273,0.0997673065735893,3.6984,95562,40.467272,-124.122969                                                                                                                                                  ,42.0,38833.0,3438,Outdoors & Adventure
558422078,215.608,3010677,1.162,0.060209424083769635,4.615652173913044,59027,45.244118,-110.910483                                                                                                                                             ,48.3,38816.0,764,Outdoors & Adventure
20955294,8.091,326824,0.126,0.14444159507629184,5.03522353396555,92010,33.165391,-117.281425                                                                                                                                                 ,37.5,91849.0,15598,Socializing
382568597,147.711,619405,0.239,0.3448184468592632,3.513492373875636,71770,33.388092,-93.317427                                                                                                                                               ,39.4,37269.0,3773,Others
67138831,25.922,414086,0.16,0.015078821110349557,3.6937441643324,48649,43.150461,-84.217431                                                                                                                                                  ,46.5,55521.0,1459,Socializing
85141982,32.874,632986,0.244,0.2741926313395497,4.465983714210664,78154,29.547163,-98.262605                                                                                                                                                 ,35.3,72819.0,35176,Others
59969868,23.154,10885759,4.203,0.02379110251450677,3.962356321839081,14136,42.517379,-79.174812                                                                                                                                               ,40.1,43882.0,5170,Outdoors & Adventure
44243533,17.083,0,0.,0.08739189804278563,4.873196986006459,84664,40.115104,-111.565117                                                                                                                                                        ,28.7,93571.0,8788,Socializing
250557463,96.741,10431430,4.028,0.5434778790593112,3.9505568680391496,32218,30.487775,-81.667141                                                                                                                                              ,34.4,48605.0,56937,Career & Business
1427423380,551.131,1380661,0.533,0.1951219512195122,3.684210526315789,97736,42.741882,-119.006803                                                                                                                                            ,47.2,63056.0,123,Others
625564519,241.532,4398222,1.698,0.09063022866703847,3.404273504273504,63556,40.182985,-93.12729                                                                                                                                               ,37.0,42337.0,3586,Others
223631453,86.345,1478444,0.571,0.1527569500519091,3.8178423609861434,61008,42.24429,-88.841131                                                                                                                                                ,38.5,56148.0,34676,Socializing
541644538,209.13,3277215,1.265,0.03180785459266472,3.836818181818182,80643,40.112927,-104.489176                                                                                                                                              ,44.4,69412.0,3081,Outdoors & Adventure
15039693,5.807,135728,0.052,0.14242441561410527,4.8782510669136006,68114,41.263218,-96.049586                                                                                                                                                  ,37.9,51093.0,17497,Tech
195982989,75.669,2362585,0.912,0.3665689149560117,3.597938144329897,74839,35.241382,-96.032446                                                                                                                                               ,41.2,25000.0,682,Others
35432335,13.681,0,0.,0.7643678160919541,3.4249084249084247,83203,43.042406,-112.49591                                                                                                                                                         ,43.4,25833.0,348,Career & Business
204668405,79.023,451715,0.174,0.01910828025477707,3.588709677419355,66963,39.636304,-97.99874                                                                                                                                                 ,52.1,41923.0,157,Others
302488805,116.792,4386837,1.694,0.15141707124776962,3.830728130506452,08037,39.639959,-74.75932                                                                                                                                               ,43.1,66441.0,24099,Socializing
367279793,141.808,4841547,1.869,0.12145179290601195,4.4241658912667825,34219,27.576471,-82.299218                                                                                                                                              ,44.3,76427.0,20609,Socializing
300279528,115.939,0,0.,0.04772727272727273,4.230639730639731,95636,38.621278,-120.383217                                                                                                                                                      ,39.5,49415.0,880,Outdoors & Adventure
369891,0.143,9484,0.004,0.0,3.3125,47344,39.878307,-85.465383                                                                                                                                                      ,48.5,25625.0,99,Socializing
397274309,153.388,2870948,1.108,0.5662265758091993,3.3671102012964864,31089,32.850766,-82.860314                                                                                                                                              ,34.8,33534.0,4696,Socializing
701464518,270.837,39991,0.015,0.03597339782345828,3.4071399092034667,38485,35.356672,-87.782248                                                                                                                                                ,46.0,29866.0,6616,Outdoors & Adventure
394307996,152.243,4515049,1.743,0.02773534850068333,3.9783808647654095,62450,38.713182,-88.089183                                                                                                                                              ,42.4,42446.0,12439,Career & Business
5092349,1.966,216458,0.084,0.5360509343476104,3.6931570163050456,10927,41.191052,-73.967562                                                                                                                                                   ,33.2,56061.0,12094,Tech
55931572,21.595,0,0.,0.01910828025477707,3.870786516853933,61932,39.803595,-87.879047                                                                                                                                                         ,36.2,47000.0,471,Socializing
42777428,16.516,4892,0.002,0.0,3.7119999999999997,24873,37.366148,-81.878193                                                                                                                                                   ,49.5,30000.0,343,Others
210806360,81.393,635620,0.245,0.04576502732240437,3.294507575757576,36042,31.868619,-86.459989                                                                                                                                                ,47.2,31429.0,1464,Others
135101284,52.163,145409,0.056,0.11624203821656053,4.147115384615383,95246,38.227003,-120.514561                                                                                                                                               ,54.4,37421.0,1256,Outdoors & Adventure
218076857,84.2,413378,0.16,0.017580144777662874,3.7689044172697783,76073,33.098856,-97.723546                                                                                                                                                   ,38.3,52957.0,5802,Career & Business
333681820,128.835,2342499,0.904,0.03537219485495348,3.94486137169064,46714,40.722652,-85.176526                                                                                                                                              ,39.5,46590.0,14616,Outdoors & Adventure
72664338,28.056,50492,0.019,0.009210526315789471,3.635477582846004,62365,39.7964,-91.165131                                                                                                                                                    ,30.9,59375.0,760,Career & Business
85426310,32.983,933895,0.361,0.0367274569402229,4.4220060382422,03034,43.056895,-71.340634                                                                                                                                                 ,47.6,93962.0,3948,Tech
16696716,6.447,20033,0.008,0.21201069778750306,4.069310546304411,46805,41.10011,-85.117711                                                                                                                                                    ,34.2,37168.0,20565,Outdoors & Adventure
208461596,80.487,8056012,3.11,0.005847953216374269,3.986111111111111,82215,42.382,-104.759567                                                                                                                                                  ,56.1,71250.0,171,Others
741047687,286.12,1994206,0.77,0.11435523114355232,3.880733944954129,96050,41.89888,-122.888552                                                                                                                                                ,57.6,33929.0,411,Outdoors & Adventure
10930415,4.22,714657,0.276,0.11816125051419167,4.644415917843389,05408,44.511852,-73.249611                                                                                                                                                   ,44.6,64555.0,9724,Tech
50782845,19.607,22206,0.009,0.04011461318051576,4.1424148606811135,12421,42.250044,-74.546139                                                                                                                                                  ,58.4,45313.0,349,Outdoors & Adventure
363909400,140.506,184267,0.071,0.04615615165592687,4.920827178729691,68787,42.213826,-97.030949                                                                                                                                               ,25.5,47794.0,6673,Tech
101001854,38.997,1504025,0.581,0.2254621773689381,3.5611209323643034,27263,35.911522,-79.936799                                                                                                                                               ,40.3,40932.0,22394,Socializing
65955596,25.466,293659,0.113,0.015774822146613052,4.013234634365186,44050,41.248733,-82.1282                                                                                                                                                   ,43.3,66229.0,6466,Socializing
14341377,5.537,0,0.,0.14611630282622678,4.03290676416819,53220,42.965202,-87.991361                                                                                                                                                          ,41.6,47119.0,26431,Socializing
480040548,185.345,36349,0.014,0.09941908713692946,4.025137816979052,86335,34.694723,-111.673152                                                                                                                                               ,46.5,50192.0,6025,Socializing
1544263,0.596,0,0.,0.02427184466019417,3.211267605633803,70585,30.878345,-92.407676                                                                                                                                                           ,41.9,41250.0,206,Others
66199984,25.56,1613699,0.623,0.21626380662718106,4.5809534776600636,06078,41.991611,-72.651744                                                                                                                                                 ,40.5,98199.0,12494,Outdoors & Adventure
1348259861,520.566,4227302,1.632,0.0,3.9718309859154934,57758,45.019352,-102.905838                                                                                                                                            ,57.3,100536.0,86,Tech
32813428,12.669,809300,0.312,0.1958336384271802,4.094523242571695,18052,40.657428,-75.504255                                                                                                                                                 ,40.2,56466.0,27314,Outdoors & Adventure
285976015,110.416,3405845,1.315,0.6669538249483115,3.2241090648170294,29540,34.377298,-79.846185                                                                                                                                              ,48.0,41033.0,5804,Others
134200599,51.815,1896635,0.732,0.05794223826714801,4.250667962108332,81526,39.096888,-108.334511                                                                                                                                              ,45.7,62819.0,5540,Outdoors & Adventure
188960041,72.958,4991828,1.927,0.3782396394140478,3.9757831821929104,72364,35.217536,-90.189224                                                                                                                                               ,33.1,57866.0,15974,Tech
7253188,2.8,54422,0.021,0.5353706249339114,3.3034562593021333,48229,42.250559,-83.142867                                                                                                                                                      ,38.2,27876.0,9457,Outdoors & Adventure
105912003,40.893,737314,0.285,0.09012875536480687,3.6534653465346536,76631,31.975524,-96.977168                                                                                                                                                ,42.3,63438.0,466,Socializing
187101976,72.24,457977,0.177,0.7265563435776202,3.731621936989498,36738,32.42097,-87.624965                                                                                                                                                  ,39.9,28288.0,1269,Others
17224925,6.651,84320,0.033,0.34931488264821603,2.827170751973411,77087,29.686519,-95.303917                                                                                                                                                   ,30.9,32206.0,36855,Socializing
31853287,12.299,1685075,0.651,0.26737967914438504,3.5850340136054424,65282,39.387868,-91.822951                                                                                                                                                ,55.8,52656.0,187,Socializing
154363466,59.6,4010533,1.548,0.17396940627430646,3.333461243284728,42450,37.39587,-87.763402                                                                                                                                                  ,43.0,32804.0,3857,Outdoors & Adventure
16956206,6.547,14456,0.006,0.2575107296137339,4.038897893030795,20617,38.54386,-76.852511                                                                                                                                                    ,44.1,85129.0,932,Socializing
18106084,6.991,0,0.,0.043127771060056434,3.668735891647856,15436,39.817812,-79.724778                                                                                                                                                          ,42.2,38576.0,2481,Socializing
442968376,171.031,17541382,6.773,0.3054487369106076,3.920069425413356,74361,36.302767,-95.306842                                                                                                                                             ,36.4,45551.0,16903,Socializing
28588297,11.038,0,0.,0.013110846245530394,3.9509090909090903,60928,40.74166,-87.849011                                                                                                                                                          ,41.1,50982.0,839,Others
126837772,48.972,212604,0.082,0.26134615384615384,3.3270799347471454,70395,29.697436,-90.86173                                                                                                                                                 ,40.0,63309.0,5200,Others
10810810,4.174,0,0.,0.4334541224891513,3.5413025091626733,13208,43.078768,-76.14523                                                                                                                                                           ,33.7,32526.0,22353,Outdoors & Adventure
239323770,92.403,3140208,1.212,0.056503903665475724,3.863225582203684,03773,43.371345,-72.202789                                                                                                                                               ,45.6,50403.0,7557,Outdoors & Adventure
498755372,192.571,2372491,0.916,0.1278200434105808,4.45497697151988,84321,41.949148,-111.695238                                                                                                                                             ,24.1,40204.0,45611,Others
397690785,153.549,3199688,1.235,0.07459207459207459,2.8507265521796565,83444,43.719372,-112.301574                                                                                                                                             ,34.2,35132.0,1287,Career & Business
8772083,3.387,36481,0.014,0.0,4.112903225806451,42130,36.925865,-85.786306                                                                                                                                                    ,26.8,43125.0,92,Outdoors & Adventure
495440863,191.291,43524,0.017,0.00782122905027933,3.9118086696562036,56713,48.351356,-96.814494                                                                                                                                                ,49.1,53333.0,895,Others
603494600,233.011,665925,0.257,0.02391304347826087,4.336477987421383,99125,46.93104,-117.765154                                                                                                                                               ,49.4,42500.0,460,Outdoors & Adventure
221032663,85.341,2524623,0.975,0.02407336645013374,3.1252077562326868,41003,38.52964,-84.390246                                                                                                                                                ,38.9,40100.0,2617,Others
11745302,4.535,216365,0.084,0.10448012103891738,3.925109093053426,19030,40.180468,-74.837263                                                                                                                                                  ,42.5,64130.0,11897,Socializing
39391768,15.209,745127,0.288,0.18346516968614446,4.950900612599433,44321,41.088648,-81.65244                                                                                                                                                  ,39.6,79986.0,15676,Socializing
15739800,6.077,9517,0.004,0.03150912106135987,3.0,41203,37.840686,-82.459831                                                                                                                                                    ,45.7,25000.0,603,Others
102558220,39.598,3690037,1.425,0.04079696394686907,3.9166666666666665,55338,44.66952,-93.995771                                                                                                                                                ,38.5,58750.0,1054,Socializing
107361670,41.453,1302081,0.503,0.03948772678762007,3.9515418502202637,03282,43.858721,-71.923718                                                                                                                                               ,49.9,54583.0,937,Outdoors & Adventure
31041672,11.985,939853,0.363,0.2654994502241394,4.1761017450458455,29169,33.997503,-81.097406                                                                                                                                                 ,38.0,39518.0,23646,Others
2960779,1.143,0,0.,0.055471124620060784,5.754739336492891,94957,37.963112,-122.563595                                                                                                                                                          ,45.3,219625.0,1316,Tech
48692867,18.8,0,0.,0.07651991614255765,4.796027911969941,95018,37.07409,-122.05937                                                                                                                                                            ,44.2,71839.0,7632,Tech
149823116,57.847,543136,0.21,0.5514858327574291,3.2184801381692574,24534,36.867415,-78.770512                                                                                                                                                 ,54.4,26964.0,1447,Socializing
237016538,91.513,1506618,0.582,0.2370991983967936,3.5481214616572316,27822,35.807012,-77.840457                                                                                                                                               ,46.5,46842.0,7984,Outdoors & Adventure
10432875,4.028,20371,0.008,0.0,2.703488372093023,25972,38.035716,-80.746126                                                                                                                                                   ,48.9,28077.0,247,Tech
20470861,7.904,4216,0.002,0.2013996388028896,5.004205055516183,19038,40.100418,-75.171761                                                                                                                                                    ,41.4,84057.0,31008,Socializing
421943854,162.913,167159,0.065,0.06760724772613336,3.911622276029056,37090,36.11174,-86.299189                                                                                                                                                ,42.1,59347.0,13963,Outdoors & Adventure
614803026,237.377,6424727,2.481,0.1337386018237082,3.6710526315789473,59927,48.594965,-114.712167                                                                                                                                             ,44.5,47813.0,329,Outdoors & Adventure
1198135603,462.603,707491,0.273,0.07035146221264793,5.319036720071648,59715,45.825929,-110.898032                                                                                                                                             ,31.1,50423.0,33887,Tech
134324456,51.863,474465,0.183,0.037674037674037666,4.074901445466492,68366,40.974112,-96.434942                                                                                                                                                ,37.8,55417.0,1221,Tech
30667035,11.841,860873,0.332,0.0,4.098159509202453,18437,41.871969,-75.316504                                                                                                                                                 ,53.4,30673.0,201,Others
1743856647,673.307,4526187,1.748,0.02087475149105368,4.733025708635465,59730,45.208226,-111.128684                                                                                                                                            ,43.3,62708.0,2012,Socializing
513039256,198.086,12017789,4.64,0.05960264900662252,3.985507246376812,58735,47.870209,-101.48127                                                                                                                                              ,47.3,53929.0,302,Socializing
12985748,5.014,1200720,0.464,0.076,4.769633507853403,49129,41.815482,-86.691068                                                                                                                                                 ,53.1,69740.0,500,Tech
674912,0.261,0,0.,0.0,4.044117647058823,50842,41.039887,-94.461833                                                                                                                                                            ,45.6,63333.0,91,Others
381669691,147.363,9774944,3.774,0.046128760782663585,3.862058692089975,49058,42.636422,-85.29969                                                                                                                                               ,42.4,50066.0,19012,Outdoors & Adventure
54962351,21.221,387731,0.15,0.05827211681463789,4.467979991354289,45247,39.216693,-84.661108                                                                                                                                                  ,45.2,71001.0,22189,Outdoors & Adventure
244144837,94.265,25429,0.01,0.016472203157172273,4.011039558417664,51005,42.723603,-95.418791                                                                                                                                                  ,45.8,58188.0,1457,Others
620231783,239.473,17245818,6.659,0.2224947651809752,3.4739249771271727,77575,30.075658,-94.733441                                                                                                                                             ,36.8,48970.0,16715,Socializing
1833206,0.708,0,0.,0.40105342362678703,3.0042751651768365,93650,36.840812,-119.799803                                                                                                                                                          ,33.9,33534.0,3987,Outdoors & Adventure
128203666,49.5,276503,0.107,0.027533460803059275,3.7439652834282615,14067,43.213204,-78.568403                                                                                                                                                  ,42.8,48246.0,5230,Outdoors & Adventure
78485631,30.303,118151,0.046,0.033076074972436614,3.8730434782608696,62889,38.456539,-88.823598                                                                                                                                                 ,40.1,46500.0,907,Others
139044117,53.685,9345548,3.608,0.1312755671253254,3.588658218747192,27317,35.840737,-79.802499                                                                                                                                               ,40.9,42620.0,16134,Socializing
6257491,2.416,68268,0.026,0.0,3.0,26436,39.297278,-80.719427                                                                                                                                                    ,32.7,30987.0,115,Others
258957448,99.984,2513835,0.971,0.044136392606755885,3.6891337775499737,42376,37.617755,-87.085957                                                                                                                                               ,36.0,52500.0,6276,Outdoors & Adventure
113495271,43.821,245903,0.095,0.029411764705882356,3.9612565445026178,46710,41.342353,-85.242141                                                                                                                                                ,40.8,61346.0,4182,Outdoors & Adventure
54695471,21.118,2020916,0.78,0.23588169642857146,4.646706586826348,08505,40.10309,-74.733573                                                                                                                                                  ,39.7,85044.0,17920,Socializing
494608762,190.97,8546636,3.3,0.01414141414141414,3.926900584795322,69043,40.128711,-101.255201                                                                                                                                                ,45.6,40000.0,495,Others
87502544,33.785,5178471,1.999,0.025308241401687217,5.069018999612252,49083,42.37811,-85.461128                                                                                                                                                 ,42.4,80388.0,7705,Outdoors & Adventure
30100682,11.622,16242168,6.271,0.10842299233192652,4.7775393419170245,32541,30.39324,-86.47094                                                                                                                                                 ,40.9,66128.0,16823,Socializing
267919669,103.444,2539228,0.98,0.010672358591248666,4.025236593059937,66945,39.887085,-96.878326                                                                                                                                               ,45.1,42024.0,937,Outdoors & Adventure
5484022,2.117,4087114,1.578,0.0,4.992592592592593,04571,43.896656,-69.67417                                                                                                                                                   ,53.3,53056.0,385,Outdoors & Adventure
54482897,21.036,427663,0.165,0.03655264922870557,5.0180386178861776,06248,41.688585,-72.408671                                                                                                                                                 ,42.9,101723.0,5964,Outdoors & Adventure
143501258,55.406,70920562,27.383,0.11188811188811187,3.927184466019417,59910,47.794925,-114.294145                                                                                                                                            ,53.6,46354.0,572,Tech
232514797,89.774,1593215,0.615,0.12248394004282655,4.041715628672152,28756,35.351924,-82.186268                                                                                                                                               ,46.5,41611.0,4670,Outdoors & Adventure
513052,0.198,0,0.,0.0,3.421052631578948,75848,31.76524,-96.329922                                                                                                                                                             ,24.8,51094.0,82,Others
646489541,249.611,63524822,24.527,0.03129074315514994,4.083463338533543,56628,47.69421,-93.59004                                                                                                                                              ,60.0,40288.0,1534,Outdoors & Adventure
2574513,0.994,0,0.,0.01529051987767584,3.7063829787234037,62663,39.540551,-90.328759                                                                                                                                                           ,48.2,51000.0,327,Socializing
108632707,41.943,2576721,0.995,0.6048387096774194,3.2228773584905666,27922,36.316755,-76.84221                                                                                                                                                ,55.2,34722.0,992,Socializing
23752846,9.171,20809,0.008,0.7679626322297018,3.1386292834890965,77028,29.827869,-95.287485                                                                                                                                                   ,38.7,29953.0,14558,Socializing
579274588,223.659,15341469,5.923,0.03734594796464583,3.6952599929253616,49651,44.390519,-85.104789                                                                                                                                             ,44.7,38615.0,8033,Tech
36961306,14.271,459645,0.177,0.09388971684053653,3.7436893203883495,12763,41.676348,-74.522774                                                                                                                                                 ,53.4,58144.0,671,Outdoors & Adventure
53378309,20.609,19751,0.008,0.0,4.538461538461538,52543,41.201977,-92.512669                                                                                                                                                  ,31.7,93750.0,331,Outdoors & Adventure
202497660,78.185,10178838,3.93,0.19908295122967906,4.138293728087262,19734,39.381644,-75.653322                                                                                                                                               ,38.2,84849.0,11995,Tech
810541277,312.952,10471311,4.043,0.7973885637100405,3.4157202630005976,35462,32.920473,-87.967463                                                                                                                                             ,48.8,22221.0,4442,Career & Business
617503452,238.419,2568986,0.992,0.023584029712163414,3.700785193494111,56364,46.005009,-94.072993                                                                                                                                              ,38.4,52148.0,5385,Socializing
168554150,65.079,5014,0.002,0.013287698812160258,3.1309587573647564,41522,37.29719,-82.389386                                                                                                                                                   ,46.8,30045.0,4967,Socializing
107715806,41.589,2043598,0.789,0.01942533387292594,3.442705072010019,46982,41.063298,-85.882914                                                                                                                                               ,33.9,48142.0,2471,Outdoors & Adventure
257718478,99.506,936182,0.361,0.031886024423337864,3.2690114068441063,31058,32.488651,-84.410396                                                                                                                                                ,49.2,30724.0,1474,Outdoors & Adventure
212975876,82.23,1661474,0.641,0.04124457308248915,4.0487562189054715,61046,42.104394,-89.811739                                                                                                                                                ,48.5,56781.0,2764,Career & Business
2442527,0.943,0,0.,0.403281181594046,4.783921232370421,11374,40.726467,-73.861515                                                                                                                                                           ,42.2,52132.0,43399,Tech
36597648,14.13,0,0.,0.4099244875943905,3.526392961876833,70772,30.436961,-91.468653                                                                                                                                                          ,39.9,32222.0,927,Career & Business
112398355,43.397,3307668,1.277,0.015465861938890985,3.345223700120919,38015,35.556935,-89.823415                                                                                                                                               ,39.1,36063.0,2651,Tech
282559136,109.097,26137,0.01,0.023746701846965697,3.8,67529,38.076237,-99.254408                                                                                                                                                 ,50.8,38333.0,379,Others
306594515,118.377,9628576,3.718,0.15745037741123846,3.542957042957043,33523,28.419257,-82.220161                                                                                                                                              ,41.3,37058.0,17885,Socializing
15442380,5.962,10026803,3.871,0.19140625,4.14453125,23056,37.35648,-76.362611                                                                                                                                                 ,66.7,46990.0,256,Socializing
19258295,7.436,651693,0.252,0.10934761441090557,3.9482550335570465,32129,29.136974,-81.023957                                                                                                                                                  ,46.0,38039.0,20540,Socializing
