GEO.id,GEO.id2,GEO.display-label,HC01_EST_VC08,HC01_EST_VC09,HC01_EST_VC10,HC01_EST_VC11,HC01_EST_VC12,HC01_EST_VC13,HC01_EST_VC14,HC01_EST_VC15
Id,Id2,Geography,Total; Estimate; Population 25 years and over,Total; Estimate; Population 25 years and over - Less than 9th grade,"Total; Estimate; Population 25 years and over - 9th to 12th grade, no diploma",Total; Estimate; Population 25 years and over - High school graduate (includes equivalency),"Total; Estimate; Population 25 years and over - Some college, no degree",Total; Estimate; Population 25 years and over - Associate's degree,Total; Estimate; Population 25 years and over - Bachelor's degree,Total; Estimate; Population 25 years and over - Graduate or professional degree
8600000US11804,11804,ZCTA5 11804,3349,45,82,486,384,264,1046,1042
8600000US11901,11901,ZCTA5 11901,22335,2005,2221,7931,3524,2169,2625,1860
8600000US11930,11930,ZCTA5 11930,1177,24,41,305,174,57,345,231
8600000US11931,11931,ZCTA5 11931,34,0,0,0,34,0,0,0
8600000US11932,11932,ZCTA5 11932,698,11,23,192,89,58,198,127
8600000US11933,11933,ZCTA5 11933,4787,232,296,1663,898,371,683,644
8600000US11934,11934,ZCTA5 11934,5182,210,274,1877,970,571,586,694
8600000US11935,11935,ZCTA5 11935,2359,65,70,531,410,200,613,470
8600000US11937,11937,ZCTA5 11937,12115,409,466,2428,1873,1088,3177,2674
8600000US11939,11939,ZCTA5 11939,778,33,21,240,178,33,130,143
8600000US11940,11940,ZCTA5 11940,3658,24,95,1269,654,353,619,644
8600000US11941,11941,ZCTA5 11941,1508,28,56,488,239,183,339,175
8600000US11942,11942,ZCTA5 11942,3071,95,18,911,426,376,570,675
8600000US11944,11944,ZCTA5 11944,3375,211,222,945,492,299,656,550
8600000US11946,11946,ZCTA5 11946,10081,601,387,3178,1813,814,2004,1284
8600000US11947,11947,ZCTA5 11947,114,0,0,67,0,16,16,15
8600000US11948,11948,ZCTA5 11948,863,0,0,214,185,90,111,263
8600000US11949,11949,ZCTA5 11949,9360,114,293,2612,1743,1194,1913,1491
8600000US11950,11950,ZCTA5 11950,10487,392,1042,4529,2086,1051,938,449
8600000US11951,11951,ZCTA5 11951,8649,281,878,4005,1570,624,798,493
8600000US11952,11952,ZCTA5 11952,3269,135,61,979,544,244,698,608
8600000US11953,11953,ZCTA5 11953,9307,176,383,3096,2138,791,1467,1256
8600000US11954,11954,ZCTA5 11954,2936,89,53,832,555,254,766,387
8600000US11955,11955,ZCTA5 11955,2372,85,168,562,544,312,265,436
8600000US11956,11956,ZCTA5 11956,277,32,11,33,38,27,64,72
8600000US11957,11957,ZCTA5 11957,616,3,15,184,127,28,162,97
8600000US11958,11958,ZCTA5 11958,381,0,55,70,56,27,52,121
8600000US11959,11959,ZCTA5 11959,708,8,6,142,88,51,223,190
8600000US11960,11960,ZCTA5 11960,540,0,0,89,89,69,122,171
8600000US11961,11961,ZCTA5 11961,9196,277,535,3583,1935,831,934,1101
8600000US11962,11962,ZCTA5 11962,289,0,0,106,16,7,87,73
8600000US11963,11963,ZCTA5 11963,5303,276,138,1127,601,370,1599,1192
8600000US11964,11964,ZCTA5 11964,1528,0,19,279,206,209,392,423
8600000US11965,11965,ZCTA5 11965,468,0,0,133,25,0,162,148
8600000US11967,11967,ZCTA5 11967,17998,840,1436,8067,3032,1773,1514,1336
8600000US11968,11968,ZCTA5 11968,8468,361,224,2172,1309,594,2122,1686
8600000US11970,11970,ZCTA5 11970,284,0,0,61,82,0,0,141
8600000US11971,11971,ZCTA5 11971,5013,14,119,1452,915,733,856,924
8600000US11972,11972,ZCTA5 11972,701,11,4,183,96,79,271,57
8600000US11973,11973,ZCTA5 11973,4,0,0,0,0,0,0,4
8600000US11975,11975,ZCTA5 11975,276,3,0,33,46,23,78,93
8600000US11976,11976,ZCTA5 11976,1985,33,78,474,223,106,471,600
8600000US11977,11977,ZCTA5 11977,1772,59,14,460,251,171,425,392
8600000US11978,11978,ZCTA5 11978,2348,48,58,613,315,207,582,525
8600000US11980,11980,ZCTA5 11980,3907,138,234,1263,688,410,618,556
8600000US12007,12007,ZCTA5 12007,17,0,0,8,9,0,0,0
8600000US12008,12008,ZCTA5 12008,375,3,18,72,51,54,106,71
8600000US12009,12009,ZCTA5 12009,5383,82,123,1283,1023,811,977,1084
8600000US12010,12010,ZCTA5 12010,20148,1025,2165,6741,3902,2733,2268,1314
8600000US12015,12015,ZCTA5 12015,2109,52,206,771,343,249,218,270
8600000US12017,12017,ZCTA5 12017,241,0,6,127,25,8,45,30
8600000US12018,12018,ZCTA5 12018,5240,39,268,1380,944,1009,865,735
8600000US12019,12019,ZCTA5 12019,10421,50,309,2350,1629,1409,2517,2157
8600000US12020,12020,ZCTA5 12020,22087,212,853,6202,4136,2534,5216,2934
8600000US12022,12022,ZCTA5 12022,654,23,49,224,113,94,54,97
8600000US12023,12023,ZCTA5 12023,1523,28,97,607,215,140,226,210
8600000US12024,12024,ZCTA5 12024,50,0,0,37,0,13,0,0
8600000US12025,12025,ZCTA5 12025,3728,126,185,1447,838,593,399,140
8600000US12027,12027,ZCTA5 12027,2688,0,34,376,372,359,906,641
8600000US12028,12028,ZCTA5 12028,684,24,8,319,56,90,109,78
8600000US12029,12029,ZCTA5 12029,790,67,43,175,102,95,128,180
8600000US12031,12031,ZCTA5 12031,99,0,19,36,11,12,14,7
8600000US12032,12032,ZCTA5 12032,671,10,49,240,136,39,83,114
8600000US12033,12033,ZCTA5 12033,5867,101,424,1629,1044,829,976,864
8600000US12035,12035,ZCTA5 12035,621,27,68,253,140,61,40,32
8600000US12036,12036,ZCTA5 12036,148,22,12,66,10,17,12,9
8600000US12037,12037,ZCTA5 12037,3063,37,174,1023,624,232,451,522
8600000US12040,12040,ZCTA5 12040,74,0,6,45,10,6,4,3
8600000US12041,12041,ZCTA5 12041,337,0,11,202,56,33,5,30
8600000US12042,12042,ZCTA5 12042,154,8,9,34,29,37,10,27
8600000US12043,12043,ZCTA5 12043,5037,157,341,1794,804,644,689,608
8600000US12045,12045,ZCTA5 12045,272,8,32,120,53,59,0,0
8600000US12046,12046,ZCTA5 12046,629,38,0,236,147,40,131,37
8600000US12047,12047,ZCTA5 12047,13956,427,1147,5130,2479,1511,1893,1369
8600000US12051,12051,ZCTA5 12051,4417,292,1066,1503,544,273,475,264
8600000US12052,12052,ZCTA5 12052,1160,12,42,404,142,211,205,144
8600000US12053,12053,ZCTA5 12053,3040,56,232,957,501,486,403,405
8600000US12054,12054,ZCTA5 12054,11805,114,221,1366,1260,1267,3296,4281
8600000US12056,12056,ZCTA5 12056,1775,21,33,559,285,208,327,342
8600000US12057,12057,ZCTA5 12057,1454,37,62,631,244,256,140,84
8600000US12058,12058,ZCTA5 12058,1331,0,175,479,247,231,109,90
8600000US12059,12059,ZCTA5 12059,1268,0,23,432,230,167,295,121
8600000US12060,12060,ZCTA5 12060,982,5,17,222,169,102,188,279
8600000US12061,12061,ZCTA5 12061,7075,105,140,1677,1306,705,1552,1590
8600000US12062,12062,ZCTA5 12062,1168,14,38,484,219,211,105,97
8600000US12063,12063,ZCTA5 12063,242,0,0,25,48,53,71,45
8600000US12064,12064,ZCTA5 12064,255,5,28,93,45,36,24,24
8600000US12065,12065,ZCTA5 12065,30221,533,880,4772,4855,3539,8955,6687
8600000US12066,12066,ZCTA5 12066,1436,3,77,590,366,187,152,61
8600000US12067,12067,ZCTA5 12067,1015,0,10,284,209,206,119,187
8600000US12068,12068,ZCTA5 12068,2039,51,159,755,351,347,234,142
8600000US12069,12069,ZCTA5 12069,72,0,10,33,5,3,0,21
8600000US12070,12070,ZCTA5 12070,1110,21,96,313,174,224,167,115
8600000US12071,12071,ZCTA5 12071,185,0,5,58,39,38,37,8
8600000US12072,12072,ZCTA5 12072,1741,73,218,685,266,247,182,70
8600000US12074,12074,ZCTA5 12074,2155,48,130,748,409,189,406,225
8600000US12075,12075,ZCTA5 12075,2395,178,143,851,317,358,283,265
8600000US12076,12076,ZCTA5 12076,1171,60,109,501,250,113,70,68
8600000US12077,12077,ZCTA5 12077,4575,51,73,949,755,416,946,1385
8600000US12078,12078,ZCTA5 12078,16531,771,1989,6524,2943,1735,1248,1321
8600000US12083,12083,ZCTA5 12083,2681,77,141,1085,384,284,388,322
8600000US12084,12084,ZCTA5 12084,3375,13,85,554,504,265,862,1092
8600000US12085,12085,ZCTA5 12085,402,4,1,192,90,42,50,23
8600000US12086,12086,ZCTA5 12086,1317,17,57,329,336,222,212,144
8600000US12087,12087,ZCTA5 12087,720,9,24,382,85,149,49,22
8600000US12089,12089,ZCTA5 12089,125,11,64,0,0,50,0,0
8600000US12090,12090,ZCTA5 12090,4206,54,277,1435,886,697,653,204
8600000US12092,12092,ZCTA5 12092,587,30,27,299,63,69,73,26
8600000US12093,12093,ZCTA5 12093,1290,33,196,437,269,127,132,96
8600000US12094,12094,ZCTA5 12094,1672,15,101,620,212,417,147,160
8600000US12095,12095,ZCTA5 12095,8859,206,789,3538,1665,1218,826,617
8600000US12106,12106,ZCTA5 12106,1727,9,43,431,212,231,336,465
8600000US12108,12108,ZCTA5 12108,268,8,10,79,45,50,33,43
8600000US12110,12110,ZCTA5 12110,14460,181,499,3303,2087,2113,3503,2774
8600000US12115,12115,ZCTA5 12115,174,0,0,20,42,0,57,55
8600000US12116,12116,ZCTA5 12116,1537,38,119,634,339,148,155,104
8600000US12117,12117,ZCTA5 12117,2628,60,265,961,455,477,210,200
8600000US12118,12118,ZCTA5 12118,9880,208,596,3228,1861,1095,2003,889
8600000US12120,12120,ZCTA5 12120,477,8,39,204,43,82,40,61
8600000US12121,12121,ZCTA5 12121,1403,0,28,520,361,232,195,67
8600000US12122,12122,ZCTA5 12122,3494,114,332,1326,754,427,289,252
8600000US12123,12123,ZCTA5 12123,3688,55,189,1499,581,439,484,441
8600000US12124,12124,ZCTA5 12124,532,27,46,108,100,82,106,63
8600000US12125,12125,ZCTA5 12125,1128,44,69,441,204,69,140,161
8600000US12130,12130,ZCTA5 12130,794,0,22,184,231,116,172,69
8600000US12131,12131,ZCTA5 12131,108,8,6,57,23,4,4,6
8600000US12132,12132,ZCTA5 12132,211,25,0,69,44,51,0,22
8600000US12134,12134,ZCTA5 12134,2686,47,167,1061,544,327,327,213
8600000US12136,12136,ZCTA5 12136,706,0,13,130,69,90,184,220
8600000US12137,12137,ZCTA5 12137,1220,13,81,474,269,173,151,59
8600000US12138,12138,ZCTA5 12138,2502,70,175,846,541,307,254,309
8600000US12139,12139,ZCTA5 12139,245,0,25,88,42,52,22,16
8600000US12140,12140,ZCTA5 12140,1141,14,121,292,219,130,201,164
8600000US12143,12143,ZCTA5 12143,3460,31,336,1519,526,437,345,266
8600000US12144,12144,ZCTA5 12144,14260,296,647,4091,2760,2192,2347,1927
8600000US12147,12147,ZCTA5 12147,345,9,9,104,28,70,45,80
8600000US12148,12148,ZCTA5 12148,3267,18,49,479,651,399,714,957
8600000US12149,12149,ZCTA5 12149,1629,54,181,651,268,140,183,152
8600000US12150,12150,ZCTA5 12150,548,7,8,202,80,75,119,57
8600000US12151,12151,ZCTA5 12151,621,0,28,102,70,75,217,129
8600000US12153,12153,ZCTA5 12153,678,0,29,130,134,183,133,69
8600000US12154,12154,ZCTA5 12154,1998,32,225,745,400,196,244,156
8600000US12155,12155,ZCTA5 12155,1290,22,82,531,195,198,202,60
8600000US12156,12156,ZCTA5 12156,749,0,83,86,219,177,89,95
8600000US12157,12157,ZCTA5 12157,2927,122,251,1046,563,482,250,213
8600000US12158,12158,ZCTA5 12158,4612,37,222,1477,776,708,598,794
8600000US12159,12159,ZCTA5 12159,5620,91,93,749,635,603,1458,1991
8600000US12160,12160,ZCTA5 12160,680,25,48,321,131,54,67,34
8600000US12161,12161,ZCTA5 12161,52,0,0,15,0,0,19,18
8600000US12164,12164,ZCTA5 12164,309,39,13,93,21,63,38,42
8600000US12165,12165,ZCTA5 12165,113,0,0,35,31,0,16,31
8600000US12166,12166,ZCTA5 12166,999,35,92,390,219,123,87,53
8600000US12167,12167,ZCTA5 12167,2110,104,161,752,371,208,309,205
8600000US12168,12168,ZCTA5 12168,1342,52,15,482,360,167,152,114
8600000US12169,12169,ZCTA5 12169,300,0,28,149,25,53,26,19
8600000US12170,12170,ZCTA5 12170,3265,55,180,1092,685,461,588,204
8600000US12172,12172,ZCTA5 12172,217,13,59,117,10,0,18,0
8600000US12173,12173,ZCTA5 12173,1278,22,63,323,339,240,217,74
8600000US12174,12174,ZCTA5 12174,192,0,18,83,21,23,19,28
8600000US12175,12175,ZCTA5 12175,430,15,26,150,115,66,37,21
8600000US12176,12176,ZCTA5 12176,237,0,16,109,47,8,36,21
8600000US12177,12177,ZCTA5 12177,346,0,11,139,61,88,35,12
8600000US12180,12180,ZCTA5 12180,34433,1402,2653,9437,6378,4398,5690,4475
8600000US12182,12182,ZCTA5 12182,9630,326,1231,3064,1935,1339,1207,528
8600000US12183,12183,ZCTA5 12183,1731,21,97,631,416,273,207,86
8600000US12184,12184,ZCTA5 12184,5038,134,312,1256,861,599,1047,829
8600000US12185,12185,ZCTA5 12185,1448,17,44,473,235,306,207,166
8600000US12186,12186,ZCTA5 12186,4387,65,128,738,631,533,1174,1118
8600000US12187,12187,ZCTA5 12187,336,14,14,118,41,33,61,55
8600000US12188,12188,ZCTA5 12188,7854,130,392,2203,1626,1231,1471,801
8600000US12189,12189,ZCTA5 12189,11932,320,618,3761,2472,1659,2047,1055
8600000US12190,12190,ZCTA5 12190,797,22,29,233,170,200,72,71
8600000US12192,12192,ZCTA5 12192,1357,11,98,543,260,149,144,152
8600000US12193,12193,ZCTA5 12193,1408,13,87,575,193,146,188,206
8600000US12194,12194,ZCTA5 12194,116,0,10,39,31,25,4,7
8600000US12195,12195,ZCTA5 12195,138,0,0,33,28,0,53,24
8600000US12196,12196,ZCTA5 12196,2471,27,55,549,391,346,662,441
8600000US12197,12197,ZCTA5 12197,1710,108,187,513,324,194,200,184
8600000US12198,12198,ZCTA5 12198,5589,79,348,1240,1077,934,1170,741
8600000US12202,12202,ZCTA5 12202,5807,347,512,2038,1208,488,553,661
8600000US12203,12203,ZCTA5 12203,19330,493,889,4269,2976,2031,4316,4356
8600000US12204,12204,ZCTA5 12204,4984,164,232,1002,911,435,1409,831
8600000US12205,12205,ZCTA5 12205,20025,642,1062,6127,4027,2769,3267,2131
8600000US12206,12206,ZCTA5 12206,9014,432,1014,3376,1616,763,980,833
8600000US12207,12207,ZCTA5 12207,1253,93,225,471,212,54,96,102
8600000US12208,12208,ZCTA5 12208,14984,393,350,2805,2976,1149,3817,3494
8600000US12209,12209,ZCTA5 12209,7630,315,725,2091,1331,757,1450,961
8600000US12210,12210,ZCTA5 12210,5984,194,255,1906,925,346,1540,818
8600000US12211,12211,ZCTA5 12211,8080,149,275,1787,1055,717,1836,2261
8600000US12222,12222,ZCTA5 12222,64,0,21,8,16,12,7,0
8600000US12302,12302,ZCTA5 12302,19535,342,686,5229,3746,3051,3385,3096
8600000US12303,12303,ZCTA5 12303,19850,619,1251,6434,3397,1995,3426,2728
8600000US12304,12304,ZCTA5 12304,15995,975,1417,5610,2962,1672,2119,1240
8600000US12305,12305,ZCTA5 12305,3404,168,470,970,599,440,403,354
8600000US12306,12306,ZCTA5 12306,18174,555,776,6352,3723,2515,2557,1696
8600000US12307,12307,ZCTA5 12307,3765,460,418,1488,851,247,198,103
8600000US12308,12308,ZCTA5 12308,9000,373,709,2546,1346,1103,1819,1104
8600000US12309,12309,ZCTA5 12309,21089,444,382,3998,2694,2021,5338,6212
8600000US12401,12401,ZCTA5 12401,24946,1159,2542,7786,5117,2447,3385,2510
8600000US12404,12404,ZCTA5 12404,2390,47,99,548,549,223,610,314
8600000US12405,12405,ZCTA5 12405,574,5,8,271,158,39,93,0
8600000US12406,12406,ZCTA5 12406,591,12,47,160,170,60,106,36
8600000US12407,12407,ZCTA5 12407,130,0,5,43,30,8,18,26
8600000US12409,12409,ZCTA5 12409,596,6,13,60,135,43,194,145
8600000US12410,12410,ZCTA5 12410,454,14,5,128,144,32,94,37
8600000US12411,12411,ZCTA5 12411,306,32,0,134,59,21,8,52
8600000US12412,12412,ZCTA5 12412,370,35,0,64,150,58,30,33
8600000US12413,12413,ZCTA5 12413,1981,107,383,620,435,194,122,120
8600000US12414,12414,ZCTA5 12414,7507,254,568,3021,1467,778,918,501
8600000US12416,12416,ZCTA5 12416,111,11,0,21,34,0,9,36
8600000US12417,12417,ZCTA5 12417,524,39,50,301,71,40,23,0
8600000US12418,12418,ZCTA5 12418,375,0,75,91,39,95,36,39
8600000US12419,12419,ZCTA5 12419,413,0,0,158,85,80,77,13
8600000US12420,12420,ZCTA5 12420,379,0,32,100,19,36,73,119
8600000US12421,12421,ZCTA5 12421,323,0,87,43,75,6,79,33
8600000US12422,12422,ZCTA5 12422,302,17,23,143,18,26,35,40
8600000US12423,12423,ZCTA5 12423,727,12,44,303,120,81,73,94
8600000US12424,12424,ZCTA5 12424,254,10,2,71,55,21,70,25
8600000US12427,12427,ZCTA5 12427,435,18,0,101,96,51,129,40
8600000US12428,12428,ZCTA5 12428,4189,269,474,1421,1044,225,435,321
8600000US12429,12429,ZCTA5 12429,106,0,0,29,0,20,0,57
8600000US12430,12430,ZCTA5 12430,808,44,24,359,153,53,115,60
8600000US12431,12431,ZCTA5 12431,1049,0,38,341,335,105,96,134
8600000US12432,12432,ZCTA5 12432,441,44,52,170,119,22,34,0
8600000US12433,12433,ZCTA5 12433,365,0,8,52,35,32,97,141
8600000US12434,12434,ZCTA5 12434,452,19,58,206,102,24,6,37
8600000US12435,12435,ZCTA5 12435,289,5,7,131,38,40,68,0
8600000US12436,12436,ZCTA5 12436,283,6,0,132,89,19,26,11
8600000US12438,12438,ZCTA5 12438,63,11,0,0,0,8,28,16
8600000US12439,12439,ZCTA5 12439,321,14,28,165,57,30,23,4
8600000US12440,12440,ZCTA5 12440,1748,0,140,466,336,241,260,305
8600000US12441,12441,ZCTA5 12441,24,0,0,0,0,0,0,24
8600000US12442,12442,ZCTA5 12442,573,8,13,138,125,39,151,99
8600000US12443,12443,ZCTA5 12443,2722,34,57,688,467,264,637,575
8600000US12444,12444,ZCTA5 12444,387,0,21,147,82,45,51,41
8600000US12446,12446,ZCTA5 12446,3503,52,410,1076,759,229,650,327
8600000US12448,12448,ZCTA5 12448,380,0,0,15,42,68,129,126
8600000US12449,12449,ZCTA5 12449,2473,176,175,931,444,260,269,218
8600000US12450,12450,ZCTA5 12450,121,0,0,40,0,0,81,0
8600000US12451,12451,ZCTA5 12451,1218,57,95,541,214,167,85,59
8600000US12452,12452,ZCTA5 12452,112,10,22,55,4,3,16,2
8600000US12453,12453,ZCTA5 12453,163,39,0,75,17,0,15,17
8600000US12454,12454,ZCTA5 12454,198,3,24,38,44,26,44,19
8600000US12455,12455,ZCTA5 12455,1617,110,161,451,304,238,259,94
8600000US12456,12456,ZCTA5 12456,463,8,67,246,47,47,38,10
8600000US12457,12457,ZCTA5 12457,744,15,83,124,116,45,172,189
8600000US12458,12458,ZCTA5 12458,2442,61,366,934,436,304,216,125
8600000US12459,12459,ZCTA5 12459,151,0,25,52,32,0,0,42
8600000US12460,12460,ZCTA5 12460,140,0,17,53,18,12,0,40
8600000US12461,12461,ZCTA5 12461,1418,87,86,320,193,168,302,262
8600000US12463,12463,ZCTA5 12463,815,18,26,167,174,231,138,61
8600000US12464,12464,ZCTA5 12464,633,0,0,216,140,34,101,142
8600000US12465,12465,ZCTA5 12465,136,0,5,18,44,8,27,34
8600000US12466,12466,ZCTA5 12466,1746,3,116,480,421,247,237,242
8600000US12468,12468,ZCTA5 12468,835,65,69,332,158,52,105,54
8600000US12469,12469,ZCTA5 12469,597,46,36,293,75,52,56,39
8600000US12470,12470,ZCTA5 12470,348,0,5,83,92,64,71,33
8600000US12471,12471,ZCTA5 12471,337,0,29,91,129,0,31,57
8600000US12472,12472,ZCTA5 12472,1244,48,46,345,324,156,217,108
8600000US12473,12473,ZCTA5 12473,710,0,12,179,182,87,135,115
8600000US12474,12474,ZCTA5 12474,904,4,88,329,189,88,141,65
8600000US12475,12475,ZCTA5 12475,190,0,0,105,67,0,0,18
8600000US12477,12477,ZCTA5 12477,13476,352,963,4421,2666,1735,1913,1426
8600000US12480,12480,ZCTA5 12480,713,30,65,355,93,71,42,57
8600000US12481,12481,ZCTA5 12481,1038,30,116,277,154,99,170,192
8600000US12482,12482,ZCTA5 12482,553,18,164,117,44,88,122,0
8600000US12483,12483,ZCTA5 12483,277,24,17,69,76,71,0,20
8600000US12484,12484,ZCTA5 12484,1838,20,46,422,252,142,383,573
8600000US12485,12485,ZCTA5 12485,718,13,73,227,217,25,75,88
8600000US12486,12486,ZCTA5 12486,935,11,27,231,186,71,261,148
8600000US12487,12487,ZCTA5 12487,2395,69,65,1025,381,190,437,228
8600000US12489,12489,ZCTA5 12489,972,18,234,422,181,82,16,19
8600000US12490,12490,ZCTA5 12490,0,0,0,0,0,0,0,0
8600000US12491,12491,ZCTA5 12491,1315,38,63,400,182,147,179,306
8600000US12492,12492,ZCTA5 12492,296,7,8,115,80,24,43,19
8600000US12493,12493,ZCTA5 12493,221,0,0,48,9,38,57,69
8600000US12494,12494,ZCTA5 12494,595,0,48,132,106,21,194,94
8600000US12495,12495,ZCTA5 12495,328,23,34,11,39,70,65,86
8600000US12496,12496,ZCTA5 12496,1348,58,85,580,237,140,107,141
8600000US12498,12498,ZCTA5 12498,4063,44,68,635,699,257,1183,1177
8600000US12501,12501,ZCTA5 12501,1766,45,138,447,303,254,394,185
8600000US12502,12502,ZCTA5 12502,879,27,91,288,166,40,134,133
8600000US12503,12503,ZCTA5 12503,605,18,55,201,69,34,96,132
8600000US12504,12504,ZCTA5 12504,92,0,6,34,3,4,11,34
8600000US12507,12507,ZCTA5 12507,141,0,18,29,25,0,32,37
8600000US12508,12508,ZCTA5 12508,14211,467,993,4500,2895,1175,2518,1663
8600000US12512,12512,ZCTA5 12512,69,0,0,0,26,0,3,40
8600000US12513,12513,ZCTA5 12513,466,0,128,82,32,59,72,93
8600000US12514,12514,ZCTA5 12514,2144,20,63,588,426,246,451,350
8600000US12515,12515,ZCTA5 12515,1184,16,190,390,233,62,206,87
8600000US12516,12516,ZCTA5 12516,1769,125,77,626,290,130,260,261
8600000US12517,12517,ZCTA5 12517,486,7,56,187,148,27,22,39
8600000US12518,12518,ZCTA5 12518,3823,42,88,939,665,411,791,887
8600000US12520,12520,ZCTA5 12520,2100,6,102,425,330,177,423,637
8600000US12521,12521,ZCTA5 12521,920,16,31,227,212,187,65,182
8600000US12522,12522,ZCTA5 12522,3714,250,354,1344,637,456,340,333
8600000US12523,12523,ZCTA5 12523,1231,21,129,383,287,68,149,194
8600000US12524,12524,ZCTA5 12524,11816,313,627,3593,2317,923,2230,1813
8600000US12525,12525,ZCTA5 12525,1924,32,150,496,380,155,434,277
8600000US12526,12526,ZCTA5 12526,2889,31,156,891,537,250,538,486
8600000US12527,12527,ZCTA5 12527,58,0,0,14,9,0,21,14
8600000US12528,12528,ZCTA5 12528,9165,286,646,2568,1730,1100,1622,1213
8600000US12529,12529,ZCTA5 12529,2045,71,199,591,329,177,250,428
8600000US12530,12530,ZCTA5 12530,72,10,46,0,0,0,0,16
8600000US12531,12531,ZCTA5 12531,2489,74,107,757,575,174,502,300
8600000US12533,12533,ZCTA5 12533,17544,514,640,4742,3194,1465,4047,2942
8600000US12534,12534,ZCTA5 12534,12429,530,1554,4136,2077,1545,1406,1181
8600000US12538,12538,ZCTA5 12538,9180,197,644,2490,1636,1165,1520,1528
8600000US12540,12540,ZCTA5 12540,5298,154,161,1289,930,659,1051,1054
8600000US12542,12542,ZCTA5 12542,3817,100,271,1232,699,335,645,535
8600000US12543,12543,ZCTA5 12543,2090,56,137,676,440,270,331,180
8600000US12545,12545,ZCTA5 12545,3435,69,211,767,579,388,710,711
8600000US12546,12546,ZCTA5 12546,2235,105,212,679,445,213,365,216
8600000US12547,12547,ZCTA5 12547,2130,50,94,685,476,164,378,283
8600000US12548,12548,ZCTA5 12548,1008,17,77,594,127,74,67,52
8600000US12549,12549,ZCTA5 12549,7424,169,383,2267,1459,727,1397,1022
8600000US12550,12550,ZCTA5 12550,33649,2952,3119,10959,6660,2824,4190,2945
8600000US12553,12553,ZCTA5 12553,17524,579,1029,4720,4178,1567,3354,2097
8600000US12561,12561,ZCTA5 12561,10671,252,430,2062,1426,1010,2570,2921
8600000US12563,12563,ZCTA5 12563,5857,237,360,2443,1035,510,910,362
8600000US12564,12564,ZCTA5 12564,4743,174,258,1217,957,308,1035,794
8600000US12565,12565,ZCTA5 12565,886,55,119,288,156,115,67,86
8600000US12566,12566,ZCTA5 12566,7047,146,498,1933,1847,896,1144,583
8600000US12567,12567,ZCTA5 12567,2308,83,243,587,468,345,264,318
8600000US12569,12569,ZCTA5 12569,7247,115,510,1930,1551,1071,1042,1028
8600000US12570,12570,ZCTA5 12570,5027,77,184,1430,816,525,1057,938
8600000US12571,12571,ZCTA5 12571,6789,119,261,1363,1312,738,1338,1658
8600000US12572,12572,ZCTA5 12572,7184,277,308,1534,1154,727,1563,1621
8600000US12574,12574,ZCTA5 12574,157,2,7,38,14,0,35,61
8600000US12575,12575,ZCTA5 12575,1330,0,0,229,425,94,358,224
8600000US12577,12577,ZCTA5 12577,879,0,19,257,184,117,153,149
8600000US12578,12578,ZCTA5 12578,1711,30,110,555,307,152,307,250
8600000US12580,12580,ZCTA5 12580,3166,120,270,879,618,395,450,434
8600000US12581,12581,ZCTA5 12581,1453,12,57,343,426,165,219,231
8600000US12582,12582,ZCTA5 12582,4418,252,485,1286,1002,284,691,418
8600000US12583,12583,ZCTA5 12583,1479,27,104,398,243,139,305,263
8600000US12585,12585,ZCTA5 12585,539,53,26,71,57,76,80,176
8600000US12586,12586,ZCTA5 12586,8322,201,686,2835,1732,803,1125,940
8600000US12589,12589,ZCTA5 12589,12753,320,853,4661,2692,1290,1753,1184
8600000US12590,12590,ZCTA5 12590,24796,864,1443,6782,5217,2260,4862,3368
8600000US12592,12592,ZCTA5 12592,917,70,70,286,182,84,108,117
8600000US12594,12594,ZCTA5 12594,2911,147,199,1062,792,114,373,224
8600000US12601,12601,ZCTA5 12601,26460,2010,2963,7779,5579,2408,3287,2434
8600000US12603,12603,ZCTA5 12603,28569,699,1588,6292,5603,2974,6050,5363
8600000US12604,12604,ZCTA5 12604,16,0,5,0,0,0,5,6
8600000US12701,12701,ZCTA5 12701,7753,401,1040,2610,1583,773,765,581
8600000US12719,12719,ZCTA5 12719,954,16,126,265,202,57,198,90
8600000US12720,12720,ZCTA5 12720,102,9,10,32,42,0,9,0
8600000US12721,12721,ZCTA5 12721,3994,91,328,1771,775,339,436,254
8600000US12722,12722,ZCTA5 12722,169,0,29,85,20,35,0,0
8600000US12723,12723,ZCTA5 12723,1280,25,57,441,202,177,228,150
8600000US12724,12724,ZCTA5 12724,232,0,20,170,18,8,16,0
8600000US12725,12725,ZCTA5 12725,139,0,5,28,35,5,41,25
8600000US12726,12726,ZCTA5 12726,908,18,32,313,182,155,128,80
8600000US12729,12729,ZCTA5 12729,1468,16,196,652,217,109,201,77
8600000US12732,12732,ZCTA5 12732,581,4,29,201,142,101,80,24
8600000US12733,12733,ZCTA5 12733,1050,22,203,389,297,35,71,33
8600000US12734,12734,ZCTA5 12734,674,43,93,158,141,30,136,73
8600000US12736,12736,ZCTA5 12736,125,9,0,76,10,14,3,13
8600000US12737,12737,ZCTA5 12737,1354,38,71,432,307,93,226,187
8600000US12738,12738,ZCTA5 12738,365,8,17,57,58,30,164,31
8600000US12740,12740,ZCTA5 12740,1173,29,80,386,286,183,91,118
8600000US12741,12741,ZCTA5 12741,187,8,18,46,22,9,41,43
